head,URL,Cuisines,PhoneNumber,AverageCost
Ambur Hot Dum Biriyani,https://www.zomato.com/bangalore/ambur-hot-dum-biriyani-1-electronic-city-bangalore,"North Indian, Chinese",9.19E+11,300
Biriyani Lover's,https://www.zomato.com/bangalore/biriyani-lovers-electronic-city-bangalore,"Biryani, Fast Food",9.20E+11,150
Al Baik Restaurant,https://www.zomato.com/bangalore/al-baik-restaurant-electronic-city-bangalore,"North Indian, Momos",9.18E+11,250
Ambur Style Biryani,https://www.zomato.com/bangalore/ambur-style-biryani-1-electronic-city-bangalore,Biryani,9.20E+11,150
Banjara Barbeque,https://www.zomato.com/bangalore/banjara-barbeque-electronic-city-bangalore,"BBQ, Chinese, North Indian, Biryani, Momos",9.18E+11,250
Hyderabadi Spicy,https://www.zomato.com/bangalore/hyderabadi-spicy-electronic-city-bangalore,"Hyderabadi, Biryani, North Indian, Chinese",9.18E+11,250
A1 Fast Food Center,https://www.zomato.com/bangalore/a1-fast-food-center-electronic-city-bangalore,"Chinese, Momos",9.16E+11,300
Sri Basaveshwara Khanaavali,https://www.zomato.com/bangalore/sri-basaveshwara-khanaavali-electronic-city-bangalore,South Indian,9.20E+11,200
Mangalore Food Court - MFC,https://www.zomato.com/bangalore/mangalore-food-court-mfc-electronic-city-bangalore,"Mangalorean, Chinese, South Indian, North Indian",9.17E+11,300
Crisp And Fresh,https://www.zomato.com/bangalore/crisp-and-fresh-electronic-city-bangalore,Fast Food,9.19E+11,250
Drooling Delight Restaurant,https://www.zomato.com/bangalore/drooling-delight-restaurant-electronic-city-bangalore,"North Indian, Chinese",9.18E+11,300
Chef's Special Kitchen,https://www.zomato.com/bangalore/chefs-special-kitchen-electronic-city-bangalore,"Biryani, Chinese, North Indian",9.18E+11,150
Palace Of Spice,https://www.zomato.com/bangalore/palace-of-spice-electronic-city-bangalore,"South Indian, Chinese, Andhra",9.19E+11,250
Chinese Paradise,https://www.zomato.com/bangalore/chinese-paradise-1-electronic-city-bangalore,Chinese,9.20E+11,150
Ruchi Spice Thali ,https://www.zomato.com/bangalore/ruchi-spice-thali-electronic-city-bangalore,Tamil,9.18E+11,150
JP Hotel,https://www.zomato.com/bangalore/jp-hotel-bommanahalli-bangalore,North Indian,9.20E+11,400
VIP - Vasudev Isht Prasadam,https://www.zomato.com/bangalore/vip-vasudev-isht-prasadam-1-electronic-city-bangalore,"North Indian, Chinese, Street Food, Ice Cream, Desserts, Beverages, Juices",9.19E+11,500
Cake Pirates,https://www.zomato.com/bangalore/cake-pirates-electronic-city-bangalore,Desserts,9.18E+11,400
PRM Biryani,https://www.zomato.com/bangalore/prm-biryani-electronic-city-bangalore,"Biryani, Chinese",9.17E+11,250
UB Elite Kitchen,https://www.zomato.com/bangalore/ub-elite-kitchen-electronic-city-bangalore,"Chinese, Fast Food",9.19E+11,100
Green - O,https://www.zomato.com/bangalore/green-o-1-electronic-city-bangalore,"Fast Food, Sandwich",9.20E+11,400
Ambur Hot Dum Biriyani,https://www.zomato.com/bangalore/ambur-hot-dum-biriyani-3-bommanahalli-bangalore,Hyderabadi,9.17E+11,250
Non-Veg.Com,https://www.zomato.com/bangalore/non-veg-com-electronic-city-bangalore,South Indian,9.19E+11,300
Oh My Habibi ,https://www.zomato.com/bangalore/oh-my-habibi-electronic-city-bangalore,"Rolls, Beverages",9.19E+11,350
Hot Chinese,https://www.zomato.com/bangalore/hot-chinese-1-electronic-city-bangalore,"Chinese, Fast Food",9.20E+11,150
Meal 4U  ,https://www.zomato.com/bangalore/meal-4u-bommanahalli-bangalore,South Indian,9.20E+11,100
Sambar Rice ,https://www.zomato.com/bangalore/sambar-rice-electronic-city-bangalore,South Indian,9.18E+11,150
Shurjo Sweets,https://www.zomato.com/bangalore/shurjo-sweets-bommasandra-bangalore,"Mithai, Street Food, Tea, Shake, Juices, Beverages",9.20E+11,100
Babai Andhra Mess,https://www.zomato.com/bangalore/babai-andhra-mess-electronic-city-bangalore,"Biryani, Mughlai, South Indian",9.17E+11,150
Mehfil Biryani by Zakir Khan,https://www.zomato.com/bangalore/mehfil-biryani-by-zakir-khan-hsr-bangalore,"Biryani, Kebab, North Indian",9.19E+11,250
Roopa's Home Made Food,https://www.zomato.com/bangalore/roopas-home-made-food-electronic-city-bangalore,North Indian,9.20E+11,50
Amrutham Foods,https://www.zomato.com/bangalore/amrutham-foods-1-electronic-city-bangalore,"North Indian, Chinese, Arabian",9.18E+11,150
Healthy Fruit Bowl,https://www.zomato.com/bangalore/healthy-fruit-bowl-electronic-city-bangalore,Healthy Food,9.18E+11,150
The Grill Theory & Club 10 Chicken,https://www.zomato.com/bangalore/the-grill-theory-club-10-chicken-1-electronic-city-bangalore,"Fast Food, BBQ, Lebanese, Beverages",9.18E+11,350
Hoskote Dum Biryani House,https://www.zomato.com/bangalore/hoskote-dum-biryani-house-electronic-city-bangalore,"Biryani, North Indian, South Indian, Fast Food, Chinese, Beverages",9.19E+11,400
Happy Days,https://www.zomato.com/bangalore/happy-days-bommanahalli-bangalore,"Biryani, North Indian, South Indian, Chinese, Beverages, Ice Cream, Shake",9.17E+11,200
Lebanese  Grilled ,https://www.zomato.com/bangalore/lebanese-grilled-electronic-city-bangalore,"Lebanese, Biryani, Kebab, North Indian",9.18E+11,250
Cafe Dilli,https://www.zomato.com/bangalore/cafe-dilli-electronic-city-bangalore,"Chinese, North Indian, Fast Food",9.20E+11,300
Avoke The Avocado Cafe,https://www.zomato.com/bangalore/avoke-the-avocado-cafe-electronic-city-bangalore,"Fast Food, Healthy Food",9.19E+11,300
Roti Curry Meal & Co ,https://www.zomato.com/bangalore/roti-curry-meal-co-hsr-bangalore,North Indian,9.16E+11,250
Meenari Cafe,https://www.zomato.com/bangalore/meenari-cafe-bommanahalli-bangalore,"Street Food, Juices, Shake, Beverages",9.19E+11,200
Snack O Time,https://www.zomato.com/bangalore/snack-o-time-electronic-city-bangalore,"Burger, Sandwich",9.20E+11,100
Guma Gumalu,https://www.zomato.com/bangalore/guma-gumalu-electronic-city-bangalore,"South Indian, Chinese, Street Food",9.18E+11,200
NS Kitchen,https://www.zomato.com/bangalore/ns-kitchen-electronic-city-bangalore,Chinese,9.20E+11,150
Andhra Ruchilu Foods,https://www.zomato.com/bangalore/andhra-ruchilu-foods-electronic-city-bangalore,"Biryani, Beverages",9.20E+11,200
Feeding Folks,https://www.zomato.com/bangalore/feeding-folks-electronic-city-bangalore,Fast Food,9.16E+11,200
Hindustan Paratha,https://www.zomato.com/bangalore/hindustan-paratha-bommanahalli-bangalore,"North Indian, Desserts",9.16E+11,350
Lobby Cafe - Radha Regent,https://www.zomato.com/bangalore/lobby-cafe-radha-regent-electronic-city,"Continental, American, South Indian, Italian, North Indian, Chinese, Shake",9.20E+11,2000
Bazaar - Zone By The Park,https://www.zomato.com/bangalore/bazaar-zone-by-the-park-electronic-city,"North Indian, Pasta",9.20E+11,1400
Cafe Deoch-An-Doris,https://www.zomato.com/bangalore/cafe-deoch-an-doris-electronic-city-bangalore,"Juices, Shake, Beverages, Ice Cream, Burger, Sandwich, Fast Food",9.20E+11,150
Lassi Shopee,https://www.zomato.com/bangalore/lassi-shopee-2-electronic-city-bangalore,"Juices, Shake",9.18E+11,100
Flying Kombucha,https://www.zomato.com/bangalore/flying-kombucha-electronic-city-bangalore,Beverages,9.17E+11,150
Meghana Foods,https://www.zomato.com/bangalore/meghana-foods-3-electronic-city-bangalore,"Biryani, Andhra, North Indian, Seafood",9.20E+11,300
Imperio Restaurant,https://www.zomato.com/bangalore/imperio-restaurant-1-electronic-city-bangalore,"North Indian, Biryani, Arabian, Chinese, Kebab, Beverages, Juices",9.18E+11,150
Andhra Gunpowder,https://www.zomato.com/bangalore/andhra-gunpowder-1-electronic-city-bangalore,"Biryani, South Indian, Desserts, Beverages",9.18E+11,200
Shanmukha,https://www.zomato.com/bangalore/shanmukha-electronic-city-bangalore,"Biryani, Andhra, North Indian, Chinese, Seafood",9.20E+11,200
Madras Meal Company,https://www.zomato.com/bangalore/madras-meal-company-1-electronic-city-bangalore,South Indian,9.18E+11,150
Biriyani Zone,https://www.zomato.com/bangalore/biriyani-zone-electronic-city,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",9.17E+11,800
Nadan Pothichoru,https://www.zomato.com/bangalore/nadan-pothichoru-electronic-city-bangalore,"Kerala, South Indian, Beverages",9.20E+11,150
Hyderabadi Spice,https://www.zomato.com/bangalore/hyderabadi-spice-2-electronic-city,"Hyderabadi, Andhra, Chinese, Biryani",9.18E+11,400
The Punjabi Rasoi,https://www.zomato.com/bangalore/the-punjabi-rasoi-electronic-city-bangalore,"Mughlai, North Indian, Chinese",9.17E+11,150
Biryani Mount,https://www.zomato.com/bangalore/biryani-mount-1-electronic-city-bangalore,"Biryani, North Indian",9.18E+11,300
Tharavadu Malabar Biryani,https://www.zomato.com/bangalore/tharavadu-malabar-biryani-electronic-city-bangalore,"Kerala, Biryani, South Indian, North Indian, Seafood",9.20E+11,150
King,https://www.zomato.com/bangalore/king-electronic-city,"North Indian, Chinese",9.20E+11,500
Uttar Karnataka Khanavali,https://www.zomato.com/bangalore/uttar-karnataka-khanavali-electronic-city-bangalore,South Indian,9.18E+11,50
Garhwali Tadka,https://www.zomato.com/bangalore/garhwali-tadka-electronic-city-bangalore,"North Indian, Chinese, Fast Food, Beverages, Biryani, Shake",9.18E+11,600
Basmati Biriyani Nation,https://www.zomato.com/bangalore/basmati-biriyani-nation-electronic-city-bangalore,"Biryani, Mughlai, Fast Food, Desserts",9.20E+11,200
Hungry Chang,https://www.zomato.com/bangalore/hungry-chang-electronic-city-bangalore,"Chinese, Fast Food",9.20E+11,200
Shankar's Kitchen,https://www.zomato.com/bangalore/shankars-kitchen-electronic-city-bangalore,"North Indian, South Indian, Chinese, Beverages, Shake",9.20E+11,250
Vadilal Ice Cream,https://www.zomato.com/bangalore/vadilal-ice-cream-electronic-city-bangalore,"Ice Cream, Desserts",9.18E+11,300
Curry House,https://www.zomato.com/bangalore/curry-house-electronic-city,"South Indian, Biryani, Andhra",9.19E+11,100
Curries & Pickles,https://www.zomato.com/bangalore/curries-pickles-electronic-city,"Andhra, Biryani, Chinese, North Indian, South Indian",9.19E+11,150
The Parotta Combo,https://www.zomato.com/bangalore/the-parotta-combo-1-electronic-city-bangalore,"South Indian, Desserts",9.18E+11,150
Godavari Delights,https://www.zomato.com/bangalore/godavari-delights-electronic-city,"Andhra, North Indian, Biryani, Chinese",9.20E+11,450
Imperio Combo King,https://www.zomato.com/bangalore/imperio-combo-king-1-electronic-city-bangalore,North Indian,9.18E+11,200
Swad 'E' Punjab,https://www.zomato.com/bangalore/swad-e-punjab-electronic-city-bangalore,"North Indian, Chinese, Fast Food, Italian, Beverages",9.18E+11,900
The Sinnamon Kitchen,https://www.zomato.com/bangalore/the-sinnamon-kitchen-bommasandra-bangalore,"North Indian, Chinese, Fast Food",9.17E+11,200
The Rasoiya Street,https://www.zomato.com/bangalore/the-rasoiya-street-electronic-city,"North Indian, Continental, Mexican, Chinese, Desserts, Beverages",9.18E+11,900
Bowl 99,https://www.zomato.com/bangalore/bowl-99-electronic-city-bangalore,"North Indian, South Indian, Mughlai, Desserts",9.18E+11,300
Shyam's LUNCHBOX,https://www.zomato.com/bangalore/shyams-lunchbox-bommasandra-bangalore,"Biryani, Chinese, North Indian",9.20E+11,500
Sri Pillaiyar Bhavan,https://www.zomato.com/bangalore/sri-pillaiyar-bhavan-electronic-city-bangalore,"South Indian, Healthy Food, Beverages",9.17E+11,400
Punjabites By Empire,https://www.zomato.com/bangalore/punjabites-by-empire-electronic-city-bangalore,"North Indian, Mughlai, Biryani, Desserts, Beverages",9.20E+11,200
Voosh Thalis & Bowls,https://www.zomato.com/bangalore/voosh-thalis-bowls-1-electronic-city-bangalore,North Indian,9.20E+11,200
EAT - East Asian Treats,https://www.zomato.com/bangalore/eat-east-asian-treats-electronic-city-bangalore,"Asian, Chinese, Thai, Seafood, Fast Food",9.20E+11,250
Dande's Hyderabad Biryani,https://www.zomato.com/bangalore/dandes-hyderabad-biryani-1-electronic-city-bangalore,"Andhra, North Indian, Chinese",9.20E+11,200
Basmati Express,https://www.zomato.com/bangalore/basmati-express-electronic-city-bangalore,"Chettinad, North Indian",9.20E+11,150
BIB - Breakfast In The Box,https://www.zomato.com/bangalore/bib-breakfast-in-the-box-electronic-city-bangalore,Continental,9.19E+11,200
Chefer Plate,https://www.zomato.com/bangalore/chefer-plate-electronic-city-bangalore,"North Indian, Chinese, Biryani",9.20E+11,250
Insta Foody's,https://www.zomato.com/bangalore/insta-foodys-1-electronic-city-bangalore,"Fast Food, Street Food, Pizza, Burger, Ice Cream, Juices, Beverages, Shake",9.20E+11,100
Nanda Gokula Family Restaurant,https://www.zomato.com/bangalore/nanda-gokula-family-restaurant-electronic-city-bangalore,"Chinese, Biryani, Andhra",9.17E+11,200
Schezwan Hub,https://www.zomato.com/bangalore/schezwan-hub-1-electronic-city-bangalore,Chinese,9.18E+11,200
Andhra Kitchen,https://www.zomato.com/bangalore/andhra-kitchen-electronic-city,"Andhra, Biryani",9.18E+11,400
Fishing Boat - Hotel Goyal Residency,https://www.zomato.com/bangalore/fishing-boat-hotel-goyal-residency-electronic-city,"North Indian, Biryani, Chinese, Kebab, Mangalorean",9.20E+11,900
Thrishul Gowda Miilitary Hotel,https://www.zomato.com/bangalore/thrishul-gowda-miilitary-hotel-electronic-city-bangalore,"North Indian, Chinese, South Indian",9.18E+11,100
Express Punjabi Dhaba,https://www.zomato.com/bangalore/express-punjabi-dhaba-1-electronic-city-bangalore,"North Indian, Chinese, Mughlai, Kebab",9.20E+11,200
Mr. Tasty Chef,https://www.zomato.com/bangalore/mr-tasty-chef-electronic-city-bangalore,"Biryani, North Indian",9.20E+11,250
Desi Paratha Meals & Thali,https://www.zomato.com/bangalore/desi-paratha-meals-thali-electronic-city-bangalore,"North Indian, Biryani, Chinese, South Indian",9.18E+11,150
Dash Of Delite,https://www.zomato.com/bangalore/dash-of-delite-electronic-city-bangalore,"North Indian, Chinese",9.20E+11,600
Gourmet,https://www.zomato.com/bangalore/gourmet-electronic-city,"North Indian, Chinese, Continental, South Indian",9.17E+11,800
Paratha Meal Co,https://www.zomato.com/bangalore/paratha-meal-co-electronic-city-bangalore,"North Indian, Desserts",9.20E+11,300
Pure Punjabi,https://www.zomato.com/bangalore/pure-punjabi-electronic-city,"Chinese, North Indian",9.20E+11,350
Bhagya Lakshmi Tiffin Center,https://www.zomato.com/bangalore/bhagya-lakshmi-tiffin-center-electronic-city-bangalore,"South Indian, Biryani, Chinese",9.19E+11,250
Desi Golden Restaurant,https://www.zomato.com/bangalore/desi-golden-restaurant-electronic-city-bangalore,"Chinese, North Indian, Biryani",9.16E+11,350
Krun Tummy,https://www.zomato.com/bangalore/krun-tummy-1-electronic-city-bangalore,"North Indian, Chinese",9.18E+11,300
Namaste Shanghai,https://www.zomato.com/bangalore/namaste-shanghai-1-electronic-city-bangalore,"Chinese, Seafood, Thai",9.20E+11,250
Punjab Ki Rasoi,https://www.zomato.com/bangalore/punjab-ki-rasoi-electronic-city-bangalore,"North Indian, Mughlai, Chinese, Biryani",9.20E+11,400
Roti Curry & Co,https://www.zomato.com/bangalore/roti-curry-co-electronic-city-bangalore,"North Indian, Desserts",9.20E+11,300
Euphoria Bakers,https://www.zomato.com/bangalore/euphoria-bakers-electronic-city-bangalore,Desserts,9.16E+11,400
The Flavours,https://www.zomato.com/bangalore/the-flavours-electronic-city-bangalore,"South Indian, North Indian, Chinese, Beverages, Shake",9.16E+11,300
Urban Desi Pendu,https://www.zomato.com/bangalore/urban-desi-pendu-electronic-city-bangalore,"Street Food, Fast Food",9.20E+11,150
The Asian Palate,https://www.zomato.com/bangalore/the-asian-palate-electronic-city-bangalore,"Asian, Chinese, Thai, Seafood, Fast Food",9.20E+11,250
Abhiruchi Restaurant,https://www.zomato.com/bangalore/abhiruchi-restaurant-electronic-city-bangalore,"Biryani, Andhra, South Indian, Chinese, North Indian",9.20E+11,150
Apna South Tiffins,https://www.zomato.com/bangalore/apna-south-tiffins-bommasandra-bangalore,"South Indian, Chinese",9.20E+11,100
The OG Kitchen,https://www.zomato.com/bangalore/the-og-kitchen-electronic-city-bangalore,"Fast Food, Chinese",9.18E+11,200
Gowdru Hotel,https://www.zomato.com/bangalore/gowdru-hotel-bommasandra-bangalore,"South Indian, Biryani",9.20E+11,300
Pattikattan Biriyani,https://www.zomato.com/bangalore/pattikattan-biriyani-electronic-city-bangalore,"Biryani, South Indian",9.18E+11,300
Delish- The Taste Of Odisha,https://www.zomato.com/bangalore/delish-the-taste-of-odisha-1-electronic-city-bangalore,"Odia, North Indian, Chinese",9.17E+11,300
Soul Indian Specialty - Svenska Design Hotel,https://www.zomato.com/bangalore/soul-indian-specialty-svenska-design-hotel-electronic-city,"North Indian, Kebab, Mughlai, Desserts",9.18E+11,2000
Satkar Restaurant,https://www.zomato.com/bangalore/satkar-restaurant-electronic-city,"North Indian, Chinese, South Indian",9.20E+11,350
Acâ€™lyrics,https://www.zomato.com/sky-lounge,"Seafood, Italian, Chinese, Finger Food",9.18E+11,900
Hotel Avakaay,https://www.zomato.com/bangalore/hotel-avakaay-electronic-city-bangalore,"North Indian, Biryani, Andhra, Chinese",9.20E+11,500
Mesa Lounge Bar - Svenska Design Hotel,https://www.zomato.com/bangalore/mesa-lounge-bar-svenska-design-hotel-electronic-city-bangalore,"Seafood, Italian, Chinese, Finger Food",9.18E+11,900
VMS Star Biriyani,https://www.zomato.com/bangalore/khane-ka-khazana-electronic-city,"Biryani, South Indian, Chinese",9.19E+11,500
Mesa Deli - Svenska Design Hotel,https://www.zomato.com/bangalore/mesa-deli-svenska-design-hotel-electronic-city-bangalore,"North Indian, Italian",9.18E+11,1200
Glasso Cafe,https://www.zomato.com/bangalore/glasso-cafe-bommasandra,"Continental, Chinese",9.18E+12,1200
Strada Kitchen and Bar - Southend By TGI,https://www.zomato.com/bangalore/strada-kitchen-and-bar-southend-by-tgi-bommasandra-bangalore,"Chinese, North Indian",9.17E+11,850
Royal Chowpatty,https://www.zomato.com/bangalore/royal-chowpatty-electronic-city-bangalore,"Street Food, North Indian",9.20E+11,100
11 To 11 Express Biriyanis,https://www.zomato.com/bangalore/11-to-11-express-biriyanis-electronic-city-bangalore,"Biryani, Kebab",9.20E+11,300
JPN Hotel,https://www.zomato.com/bangalore/jpn-hotel-electronic-city-bangalore,"Biryani, South Indian",9.19E+11,100
Reyniks Flavours,https://www.zomato.com/bangalore/reyniks-flavours-electronic-city-bangalore,North Indian,9.19E+11,150
North Kitchen,https://www.zomato.com/bangalore/north-kitchen-electronic-city-bangalore,"North Indian, Salad",9.17E+11,100
Janatha Tiffins,https://www.zomato.com/bangalore/janatha-tiffins-bommasandra-bangalore,"South Indian, North Indian",9.18E+11,350
Andhra Bhavan,https://www.zomato.com/bangalore/andhra-bhavan-electronic-city-bangalore,"Chinese, Andhra, Biryani",9.17E+11,200
Modern Punjabi,https://www.zomato.com/bangalore/modern-punjabi-electronic-city-bangalore,North Indian,9.19E+11,300
Momopoly,https://www.zomato.com/bangalore/momopoly-2-electronic-city-bangalore,"Chinese, Wraps, Beverages",9.20E+11,200
Shake Tastic,https://www.zomato.com/bangalore/shake-tastic-2-electronic-city-bangalore,"Beverages, Juices, Shake",9.20E+11,150
Nizam's Kitchens,https://www.zomato.com/bangalore/nizams-kitchens-electronic-city-bangalore,"Biryani, Mughlai, Andhra, Hyderabadi, South Indian, North Indian",9.20E+11,150
Shahenshah Biryani,https://www.zomato.com/bangalore/shahenshah-biryani-electronic-city-bangalore,Biryani,9.20E+11,350
Anna Kitchen,https://www.zomato.com/bangalore/anna-kitchen-electronic-city-bangalore,"South Indian, North Indian, Biryani, Chinese, Beverages",9.16E+11,450
The Daily Meal,https://www.zomato.com/bangalore/the-daily-meal-bommasandra-bangalore,"Mughlai, North Indian",9.20E+11,250
Voosh Desi Parathas,https://www.zomato.com/bangalore/voosh-desi-parathas-1-electronic-city-bangalore,North Indian,9.20E+11,200
The Swad A Punjab,https://www.zomato.com/bangalore/the-swad-a-punjab-electronic-city-bangalore,"North Indian, Mughlai, Chinese",9.20E+11,100
Sri Varu Tiffin Center,https://www.zomato.com/bangalore/sri-varu-tiffin-center-electronic-city-bangalore,South Indian,9.19E+11,100
Global Buffet - Svenska Design Hotel,https://www.zomato.com/bangalore/global-buffet-svenska-design-hotel-electronic-city-bangalore,Cuisine Varies,9.18E+11,1200
Today's Tiffin Center ,https://www.zomato.com/bangalore/todays-tiffin-center-electronic-city-bangalore,South Indian,9.19E+11,100
Lai Lai Chinese Eating House,https://www.zomato.com/bangalore/lai-lai-chinese-eating-house-1-electronic-city-bangalore,Chinese,9.17E+11,400
Biryani Mane,https://www.zomato.com/bangalore/biryani-mane-electronic-city-bangalore,"Chinese, South Indian, Biryani",9.17E+11,200
Bangla Aahar,https://www.zomato.com/bangalore/bangla-aahar-electronic-city-bangalore,"Bengali, Street Food",9.18E+11,100
Chaatimes,https://www.zomato.com/bangalore/chaatimes-bannerghatta-road-bangalore,"Street Food, Fast Food",9.19E+11,200
Taco Bell,https://www.zomato.com/bangalore/taco-bell-1-bannerghatta-road,"Mexican, Fast Food, Beverages, Wraps",9.18E+11,600
Anand Sweets and Savouries,https://www.zomato.com/bangalore/anand-sweets-and-savouries-bannerghatta-road,"Mithai, Street Food, Desserts, Beverages",9.18E+11,300
WarmOven Cake & Desserts,https://www.zomato.com/bangalore/warmoven-cake-desserts-1-btm-bangalore,"Bakery, Desserts",9.18E+11,350
Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-1-bannerghatta-road,"Pizza, Fast Food, Desserts, Beverages",9.20E+11,400
Onesta,https://www.zomato.com/bangalore/onesta-bannerghatta-road-bangalore,"Pizza, Pasta, Fast Food, Desserts, Beverages, Sandwich, North Indian",9.20E+11,500
Leon Grill,https://www.zomato.com/bangalore/leon-grill-bommanahalli-bangalore,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",9.19E+11,400
Five Star Chicken,https://www.zomato.com/bangalore/five-star-chicken-11-bannerghatta-road-bangalore,Fast Food,9.20E+11,100
Kanti Sweets,https://www.zomato.com/bangalore/kanti-sweets-bannerghatta-road-bangalore,"Mithai, Street Food, Desserts",9.18E+11,400
Polar Bear,https://www.zomato.com/bangalore/polar-bear-bannerghatta-road,"Ice Cream, Beverages, Shake",9.20E+11,350
WOW! Momo,https://www.zomato.com/bangalore/wow-momo-1-bannerghatta-road-bangalore,"Momos, Fast Food, Tibetan",9.19E+11,400
Ovenstory Pizza,https://www.zomato.com/bangalore/ovenstory-pizza-bannerghatta-road,"Pizza, Desserts",9.18E+11,250
MOJO Pizza - 2X Toppings,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-bannerghatta-road-bangalore,"Pizza, Fast Food, Desserts, Beverages",9.18E+11,250
Goli Vadapav No 1,https://www.zomato.com/bangalore/goli-vadapav-no-1-jp-nagar-bangalore,"Street Food, Fast Food, Burger, Ice Cream, Desserts",9.20E+11,100
Lassi Shop,https://www.zomato.com/bangalore/lassi-shop-1-bannerghatta-road-bangalore,"Fast Food, Ice Cream, Desserts, Shake, Beverages",9.18E+11,100
Subway,https://www.zomato.com/bangalore/subway-2-bannerghatta-road,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",9.18E+11,400
Kwality Wallâ€™s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-3-bannerghatta-road-bangalore,Ice Cream,9.18E+11,100
NIC - Natural Ice Creams,https://www.zomato.com/bangalore/nic-natural-ice-creams-btm-bangalore,Ice Cream,9.19E+11,100
Beijing Bites,https://www.zomato.com/bangalore/beijing-bites-bannerghatta-road,"Chinese, Thai, Seafood, Healthy Food",9.18E+11,800
Dindigul Thalappakatti,https://www.zomato.com/bangalore/dindigul-thalappakatti-bannerghatta-road-bangalore,"Biryani, BBQ, South Indian, Chinese, North Indian, Mughlai, Beverages",9.18E+11,600
Ludos Pizza,https://www.zomato.com/bangalore/ludos-pizza-jp-nagar-bangalore,Pizza,9.18E+11,200
Faasos - Wraps & Rolls,https://www.zomato.com/bangalore/faasos-wraps-rolls-bannerghatta-road-bangalore,"North Indian, Desserts, Wraps, Beverages",9.18E+11,200
Glen's Bakehouse,https://www.zomato.com/bangalore/glens-bakehouse-bannerghatta-road-bangalore,"Bakery, Pizza, Pasta, Continental, Desserts, Beverages, Shake",9.20E+11,600
Chai Point,https://www.zomato.com/bangalore/chai-point-1-bannerghatta-road,"Tea, Beverages, Fast Food, Street Food, North Indian",9.20E+11,250
BOX8 - Desi Meals,https://www.zomato.com/bangalore/box8-desi-meals-bannerghatta-road-bangalore,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",9.18E+11,200
Behrouz Biryani,https://www.zomato.com/bangalore/behrouz-biryani-bannerghatta-road-bangalore,"Biryani, Mughlai",9.18E+11,350
Mad Over Donuts,https://www.zomato.com/bangalore/mad-over-donuts-bannerghatta-road-bangalore,"Desserts, Beverages",9.20E+11,250
California Burrito,https://www.zomato.com/bangalore/california-burrito-bannerghatta-road,"Mexican, Fast Food, Beverages, Desserts",9.18E+11,500
Starbucks Coffee,https://www.zomato.com/bangalore/starbucks-coffee-1-bannerghatta-road-bangalore,"Coffee, Desserts, Beverages",9.18E+11,600
Kaati Zone Rolls And Wraps,https://www.zomato.com/bangalore/kaati-zone-rolls-and-wraps-btm-bangalore,"Rolls, Sandwich",9.18E+11,150
Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-bannerghatta-road,"Lebanese, Fast Food, Beverages",9.18E+11,300
ZAZA 22 Spice Biryani,https://www.zomato.com/bangalore/zaza-22-spice-biryani-bommanahalli-bangalore,"North Indian, Biryani, Wraps, Fast Food, Desserts",9.18E+11,200
Cupcake Bliss Cakes & Desserts,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-bannerghatta-road-bangalore,"Bakery, Desserts",9.18E+11,300
Empire Juices And Ice Creams,https://www.zomato.com/bangalore/empire-juices-and-ice-creams-bannerghatta-road-bangalore,"Shake, Ice Cream, Desserts, Beverages",9.18E+11,100
The Dessert Zone,https://www.zomato.com/bangalore/the-dessert-zone-bannerghatta-road-bangalore,"Desserts, Bakery",9.18E+11,200
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-bannerghatta-road-bangalore,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",9.19E+11,200
LunchBox - Meals and Thalis,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-bannerghatta-road-bangalore,"North Indian, Healthy Food, Beverages, Chinese",9.17E+11,200
Momo Zone - The Momo Company,https://www.zomato.com/bangalore/momo-zone-the-momo-company-bannerghatta-road-bangalore,Momos,9.18E+11,150
Chicken County Restaurant,https://www.zomato.com/bangalore/chicken-county-restaurant-bannerghatta-road-bangalore,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages",9.19E+11,600
Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-1-bommanahalli-bangalore,"Bakery, Desserts, Fast Food",9.19E+11,500
Chinese Wok - Wok Express,https://www.zomato.com/bangalore/chinese-wok-wok-express-bommanahalli-bangalore,"Momos, Chinese",9.20E+11,200
Biryani By Kilo,https://www.zomato.com/bangalore/biryani-by-kilo-bommanahalli-bangalore,"Biryani, Mughlai, Kebab, Hyderabadi",9.20E+11,700
The Biryani Life,https://www.zomato.com/bangalore/the-biryani-life-bannerghatta-road-bangalore,"Fast Food, North Indian, Desserts, Beverages",9.20E+11,250
